sport   , prediction_id      , created_at         , event             , market_type, subject, line, selection, bookmaker, odds, model_probability, ev    , stake, result, profit_loss, model_version
Football, 2026-09-18 17:41:29, 2026-09-18 17:41:29, Porto             , 1X2        ,        ,     , Away     , Bet365   ,  3.8,              0.12, -0.544,   5.0,       ,            , v0.1
